Cohort,Row,PositionIdx,Move,Games,White %,Draw %,Black %,Freq,FEN,Rating,Ply,CohortPair
base,10,53,c2c3,38,39.47368421052632,5.263157894736842,55.26315789473685,0.0021750329116822,r1bqkbnr/ppppnppp/8/3Pp3/8/4P3/PPP2PPP/RNBQKBNR w KQkq - 1 4,2000,6,2000-2500
base,10,52,g8e7,15,13.333333333333334,0.0,86.66666666666667,0.0004092769440654,r1bqkbnr/pp3ppp/2np4/1N2p3/4P3/4B3/PPP2PPP/RN1QKB1R b KQkq - 1 6,2000,11,2000-2500
base,10,58,c5b6,69,56.52173913043478,4.3478260869565215,39.130434782608695,0.0050631053712943,r1bqk1nr/ppp2ppp/2np4/2b1p3/4P3/3P1N2/PPP1BPPP/RNBQ1RK1 b kq - 1 5,2000,9,2000-2500
base,1,66,b2b3,1067,61.855670103092784,4.123711340206185,34.02061855670103,0.1302808302808303,rnbqkbnr/pp3ppp/4p3/3p4/2pP1B2/4PN2/PPP2PPP/RN1QKB1R w KQkq - 0 5,2000,8,2000-2500
base,2,58,h7h6,2439,51.66051660516605,5.002050020500206,43.33743337433374,0.1789697681244496,r1bqk1nr/ppp2ppp/2np4/2b1p3/4P3/3P1N2/PPP1BPPP/RNBQ1RK1 b kq - 1 5,2000,9,2000-2500
base,2,60,d4b5,135396,51.383349581966975,6.266063990073562,42.35058642795947,0.1542021907835843,r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6,2000,10,2000-2500
base,2,61,d7b6,16,56.25,6.25,37.5,0.1311475409836065,r1b1kb1r/pp1n1ppp/2p1p3/q5B1/3P4/2P1PN2/P2Q1PPP/R3KB1R b KQkq - 0 9,2000,17,2000-2500
base,2,62,b8d7,655,42.595419847328245,5.343511450381679,52.06106870229008,0.0494227722025201,rnbqkbnr/pp3ppp/2p1p3/3p4/8/1P2PN2/PBPP1PPP/RN1QKB1R b KQkq - 1 4,2000,7,2000-2500
base,2,63,f6g4,711,42.33473980309424,3.0942334739803097,54.57102672292545,0.0535875791377751,r1bq1rk1/pppnppbp/3p1np1/4P3/2PP1P2/2N2N2/PP4PP/R1BQKB1R b KQ - 0 7,2000,13,2000-2500
base,1,64,d7d5,2691,52.84280936454849,8.769973987365292,38.387216648086216,0.3165137614678899,rnbq1rk1/pp1pppbp/5np1/8/2PN4/2N1P3/PP2BPPP/R1BQK2R b KQ - 2 7,2000,13,2000-2500
base,9,51,c4e2,20,25.0,5.0,70.0,0.0003642920893972,rnbqkb1r/1p3ppp/p2p1n2/4p3/2BNP3/2N5/PPP2PPP/R1BQK2R w KQkq - 0 7,2000,12,2000-2500
base,10,51,a2a4,16,12.5,18.75,68.75,0.0002914336715178,rnbqkb1r/1p3ppp/p2p1n2/4p3/2BNP3/2N5/PPP2PPP/R1BQK2R w KQkq - 0 7,2000,12,2000-2500
base,10,60,f1b5,14154,40.073477462201495,4.804295605482549,55.122226932315954,0.0161199578152297,r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6,2000,10,2000-2500
base,10,50,h2h3,706,46.60056657223796,5.6657223796034,47.73371104815864,0.012338990160267,rn1qkbnr/pbpp1ppp/1p2p3/8/4P3/3P1N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,2000,6,2000-2500
base,3,60,c1g5,94815,38.96640826873385,5.481200232030797,55.55239149923536,0.1079845838809533,r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6,2000,10,2000-2500
base,2,65,d7e5,85,41.17647058823529,15.294117647058824,43.52941176470589,0.1301684532924961,r1bqkb1r/1p1n1ppp/p2ppn2/6B1/P1BNP3/2N5/1PP2PPP/R2QK2R b KQkq - 2 8,2000,15,2000-2500
base,3,61,c6c5,14,28.57142857142857,14.285714285714285,57.14285714285714,0.1147540983606557,r1b1kb1r/pp1n1ppp/2p1p3/q5B1/3P4/2P1PN2/P2Q1PPP/R3KB1R b KQkq - 0 9,2000,17,2000-2500
base,3,62,f7f6,368,46.19565217391305,4.891304347826087,48.91304347826087,0.0277672979702708,rnbqkbnr/pp3ppp/2p1p3/3p4/8/1P2PN2/PBPP1PPP/RN1QKB1R b KQkq - 1 4,2000,7,2000-2500
base,3,63,c7c5,126,28.57142857142857,5.555555555555555,65.87301587301587,0.0094965330117576,r1bq1rk1/pppnppbp/3p1np1/4P3/2PP1P2/2N2N2/PP4PP/R1BQKB1R b KQ - 0 7,2000,13,2000-2500
base,3,64,a7a6,516,46.31782945736434,6.976744186046512,46.70542635658915,0.0606916019760056,rnbq1rk1/pp1pppbp/5np1/8/2PN4/2N1P3/PP2BPPP/R1BQK2R b KQ - 2 7,2000,13,2000-2500
base,3,65,d7c5,56,51.78571428571429,7.142857142857142,41.07142857142857,0.0857580398162327,r1bqkb1r/1p1n1ppp/p2ppn2/6B1/P1BNP3/2N5/1PP2PPP/R2QK2R b KQkq - 2 8,2000,15,2000-2500
base,3,66,b1d2,531,51.78907721280602,6.214689265536723,41.99623352165725,0.0648351648351648,rnbqkbnr/pp3ppp/4p3/3p4/2pP1B2/4PN2/PPP2PPP/RN1QKB1R w KQkq - 0 5,2000,8,2000-2500
target,11,59,h7h6,1,0.0,0.0,100.0,0.000515995872033,rnbqk1nr/ppppppbp/6p1/8/4PP2/5N2/PPPP2PP/RNBQKB1R b KQkq - 2 3,2500,5,2000-2500
base,10,66,g2g3,8,87.5,0.0,12.5,0.0009768009768009,rnbqkbnr/pp3ppp/4p3/3p4/2pP1B2/4PN2/PPP2PPP/RN1QKB1R w KQkq - 0 5,2000,8,2000-2500
base,10,64,d8c7,6,33.33333333333333,16.666666666666664,50.0,0.0007057163020465,rnbq1rk1/pp1pppbp/5np1/8/2PN4/2N1P3/PP2BPPP/R1BQK2R b KQ - 2 7,2000,13,2000-2500
base,10,63,b7b6,2,0.0,50.0,50.0,0.0001507386192342,r1bq1rk1/pppnppbp/3p1np1/4P3/2PP1P2/2N2N2/PP4PP/R1BQKB1R b KQ - 0 7,2000,13,2000-2500
base,10,62,a7a5,59,45.76271186440678,6.779661016949152,47.45762711864407,0.0044518222289292,rnbqkbnr/pp3ppp/2p1p3/3p4/8/1P2PN2/PBPP1PPP/RN1QKB1R b KQkq - 1 4,2000,7,2000-2500
base,10,61,f8e7,2,0.0,0.0,100.0,0.0163934426229508,r1b1kb1r/pp1n1ppp/2p1p3/q5B1/3P4/2P1PN2/P2Q1PPP/R3KB1R b KQkq - 0 9,2000,17,2000-2500
base,10,59,f7f6,1435,42.717770034843205,5.087108013937282,52.19512195121951,0.0057006427623686,rnbqk1nr/ppppppbp/6p1/8/4PP2/5N2/PPPP2PP/RNBQKB1R b KQkq - 2 3,2000,5,2000-2500
base,2,66,f1e2,584,55.821917808219176,5.650684931506849,38.52739726027397,0.0713064713064713,rnbqkbnr/pp3ppp/4p3/3p4/2pP1B2/4PN2/PPP2PPP/RN1QKB1R w KQkq - 0 5,2000,8,2000-2500
target,3,55,a7a6,82,41.46341463414634,9.75609756097561,48.78048780487805,0.0888407367280606,rn1qkb1r/p2p1ppp/1p2pn2/8/2PN4/6P1/PP2PPKP/RNBQ1R2 b kq - 0 8,2500,15,2000-2500
target,1,65,d8a5,2,50.0,0.0,50.0,0.2,r1bqkb1r/1p1n1ppp/p2ppn2/6B1/P1BNP3/2N5/1PP2PPP/R2QK2R b KQkq - 2 8,2500,15,2000-2500
target,2,63,f6g4,1,100.0,0.0,0.0,0.0133333333333333,r1bq1rk1/pppnppbp/3p1np1/4P3/2PP1P2/2N2N2/PP4PP/R1BQKB1R b KQ - 0 7,2500,13,2000-2500
target,2,64,d7d6,24,37.5,20.833333333333336,41.66666666666667,0.0385232744783306,rnbq1rk1/pp1pppbp/5np1/8/2PN4/2N1P3/PP2BPPP/R1BQK2R b KQ - 2 7,2500,13,2000-2500
target,2,65,d8b6,1,0.0,0.0,100.0,0.1,r1bqkb1r/1p1n1ppp/p2ppn2/6B1/P1BNP3/2N5/1PP2PPP/R2QK2R b KQkq - 2 8,2500,15,2000-2500
target,2,66,b1c3,1,100.0,0.0,0.0,0.1,rnbqkbnr/pp3ppp/4p3/3p4/2pP1B2/4PN2/PPP2PPP/RN1QKB1R w KQkq - 0 5,2500,8,2000-2500
base,2,55,f8c5,1358,41.16347569955817,8.762886597938143,50.07363770250368,0.1408567575977595,rn1qkb1r/p2p1ppp/1p2pn2/8/2PN4/6P1/PP2PPKP/RNBQ1R2 b kq - 0 8,2000,15,2000-2500
base,2,54,b2b4,29,51.72413793103448,10.344827586206897,37.93103448275862,0.0253940455341506,r2q1rk1/ppp3p1/1bnppn1p/4p3/N3P3/P2P1N1P/1PP2PP1/R1BQ1RK1 w - - 2 11,2000,20,2000-2500
target,2,62,b8d7,12,41.66666666666667,8.333333333333332,50.0,0.1518987341772152,rnbqkbnr/pp3ppp/2p1p3/3p4/8/1P2PN2/PBPP1PPP/RN1QKB1R b KQkq - 1 4,2500,7,2000-2500
base,2,53,d5d6,410,43.65853658536585,5.853658536585367,50.48780487804878,0.023467460362887,r1bqkbnr/ppppnppp/8/3Pp3/8/4P3/PPP2PPP/RNBQKBNR w KQkq - 1 4,2000,6,2000-2500
base,2,51,d4f5,12365,54.14476344520824,4.981803477557623,40.873433077234125,0.2252235842698675,rnbqkb1r/1p3ppp/p2p1n2/4p3/2BNP3/2N5/PPP2PPP/R1BQK2R w KQkq - 0 7,2000,12,2000-2500
base,2,50,b1c3,10695,46.35811126694717,5.525946704067321,48.11594202898551,0.18691997133719,rn1qkbnr/pbpp1ppp/1p2p3/8/4P3/3P1N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,2000,6,2000-2500
target,2,56,e2e4,29,20.6896551724138,20.6896551724138,58.620689655172406,0.2612612612612612,r1b1kbnr/ppp1pppp/2n5/q7/3P4/2N5/PP2PPPP/R1BQKBNR w KQkq - 1 5,2500,8,2000-2500
target,2,55,f8e7,99,51.51515151515152,8.080808080808081,40.4040404040404,0.1072589382448537,rn1qkb1r/p2p1ppp/1p2pn2/8/2PN4/6P1/PP2PPKP/RNBQ1R2 b kq - 0 8,2500,15,2000-2500
target,2,54,a4b6,8,37.5,25.0,37.5,0.0879120879120879,r2q1rk1/ppp3p1/1bnppn1p/4p3/N3P3/P2P1N1P/1PP2PP1/R1BQ1RK1 w - - 2 11,2500,20,2000-2500
target,6,51,a2a4,2,50.0,0.0,50.0,0.0034246575342465,rnbqkb1r/1p3ppp/p2p1n2/4p3/2BNP3/2N5/PPP2PPP/R1BQK2R w KQkq - 0 7,2500,12,2000-2500
base,2,52,c8e6,1296,44.058641975308646,4.398148148148148,51.54320987654321,0.0353615279672578,r1bqkbnr/pp3ppp/2np4/1N2p3/4P3/4B3/PPP2PPP/RN1QKB1R b KQkq - 1 6,2000,11,2000-2500
target,2,61,e6e5,2,0.0,0.0,100.0,0.08,r1b1kb1r/pp1n1ppp/2p1p3/q5B1/3P4/2P1PN2/P2Q1PPP/R3KB1R b KQkq - 0 9,2500,17,2000-2500
target,2,60,a2a3,4732,48.47844463229079,10.2916314454776,41.22992392223161,0.0832893300946949,r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6,2500,10,2000-2500
target,2,59,d7d6,474,40.92827004219409,9.49367088607595,49.57805907172996,0.2445820433436532,rnbqk1nr/ppppppbp/6p1/8/4PP2/5N2/PPPP2PP/RNBQKB1R b KQkq - 2 3,2500,5,2000-2500
target,1,64,b8c6,232,46.12068965517241,15.517241379310343,38.362068965517246,0.3723916532905297,rnbq1rk1/pp1pppbp/5np1/8/2PN4/2N1P3/PP2BPPP/R1BQK2R b KQ - 2 7,2500,13,2000-2500
target,1,63,d6e5,9,0.0,0.0,100.0,0.12,r1bq1rk1/pppnppbp/3p1np1/4P3/2PP1P2/2N2N2/PP4PP/R1BQKB1R b KQ - 0 7,2500,13,2000-2500
target,1,62,g8f6,31,29.03225806451613,9.67741935483871,61.29032258064516,0.3924050632911392,rnbqkbnr/pp3ppp/2p1p3/3p4/8/1P2PN2/PBPP1PPP/RN1QKB1R b KQkq - 1 4,2500,7,2000-2500
target,1,61,f8a3,2,50.0,0.0,50.0,0.08,r1b1kb1r/pp1n1ppp/2p1p3/q5B1/3P4/2P1PN2/P2Q1PPP/R3KB1R b KQkq - 0 9,2500,17,2000-2500
target,1,60,d4c6,16914,43.43738914508691,8.850656261085492,47.7119545938276,0.297708311331714,r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6,2500,10,2000-2500
target,1,59,d7d5,479,49.47807933194154,6.6805845511482245,43.84133611691023,0.2471620227038183,rnbqk1nr/ppppppbp/6p1/8/4PP2/5N2/PPPP2PP/RNBQKB1R b KQkq - 2 3,2500,5,2000-2500
target,1,58,g8e7,39,43.58974358974359,25.64102564102564,30.76923076923077,0.2020725388601036,r1bqk1nr/ppp2ppp/2np4/2b1p3/4P3/3P1N2/PPP1BPPP/RNBQ1RK1 b kq - 1 5,2500,9,2000-2500
target,1,57,c7c5,663,41.6289592760181,11.76470588235294,46.60633484162896,0.2191011235955056,rnbqkb1r/ppp1pppp/5n2/3p4/5P2/4PN2/PPPP2PP/RNBQKB1R b KQkq - 0 3,2500,5,2000-2500
target,3,50,f1e2,34,38.23529411764706,11.76470588235294,50.0,0.1046153846153846,rn1qkbnr/pbpp1ppp/1p2p3/8/4P3/3P1N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,2500,6,2000-2500
target,3,51,c4b3,26,19.23076923076924,11.538461538461538,69.23076923076923,0.0445205479452054,rnbqkb1r/1p3ppp/p2p1n2/4p3/2BNP3/2N5/PPP2PPP/R1BQK2R w KQkq - 0 7,2500,12,2000-2500
target,3,52,c8e6,98,46.93877551020408,7.142857142857142,45.91836734693878,0.0890099909173478,r1bqkbnr/pp3ppp/2np4/1N2p3/4P3/4B3/PPP2PPP/RN1QKB1R b KQkq - 1 6,2500,11,2000-2500
target,3,53,b1c3,6,50.0,0.0,50.0,0.03125,r1bqkbnr/ppppnppp/8/3Pp3/8/4P3/PPP2PPP/RNBQKBNR w KQkq - 1 4,2500,6,2000-2500
base,2,59,e7e6,28611,44.77648456887211,5.260214602775156,49.96330082835273,0.1136592962189046,rnbqk1nr/ppppppbp/6p1/8/4PP2/5N2/PPPP2PP/RNBQKB1R b KQkq - 2 3,2000,5,2000-2500
base,2,57,g7g6,39846,50.27104351754254,6.635546855393264,43.0934096270642,0.1594656464109624,rnbqkb1r/ppp1pppp/5n2/3p4/5P2/4PN2/PPPP2PP/RNBQKB1R b KQkq - 0 3,2000,5,2000-2500
base,2,56,e2e3,540,52.59259259259259,2.7777777777777777,44.62962962962963,0.1388531756235536,r1b1kbnr/ppp1pppp/2n5/q7/3P4/2N5/PP2PPPP/R1BQKBNR w KQkq - 1 5,2000,8,2000-2500
target,1,66,c2c3,2,50.0,0.0,50.0,0.2,rnbqkbnr/pp3ppp/4p3/3p4/2pP1B2/4PN2/PPP2PPP/RN1QKB1R w KQkq - 0 5,2500,8,2000-2500
base,9,53,a2a3,39,46.15384615384615,5.128205128205128,48.71794871794872,0.0022322706198843,r1bqkbnr/ppppnppp/8/3Pp3/8/4P3/PPP2PPP/RNBQKBNR w KQkq - 1 4,2000,6,2000-2500
target,11,60,f2f4,166,42.77108433734939,8.433734939759036,48.795180722891565,0.0029218150455873,r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6,2500,10,2000-2500
base,9,55,b8a6,13,30.76923076923077,7.6923076923076925,61.53846153846154,0.0013484078415102,rn1qkb1r/p2p1ppp/1p2pn2/8/2PN4/6P1/PP2PPKP/RNBQ1R2 b kq - 0 8,2000,15,2000-2500
base,1,51,d4e2,13109,52.05583949958044,5.370356243801968,42.57380425661759,0.2387752499954463,rnbqkb1r/1p3ppp/p2p1n2/4p3/2BNP3/2N5/PPP2PPP/R1BQK2R w KQkq - 0 7,2000,12,2000-2500
base,1,50,g2g3,13752,50.87260034904014,5.359220477021524,43.768179173938336,0.2403481482776098,rn1qkbnr/pbpp1ppp/1p2p3/8/4P3/3P1N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,2000,6,2000-2500
base,11,54,b2b3,1,100.0,0.0,0.0,0.0008756567425569,r2q1rk1/ppp3p1/1bnppn1p/4p3/N3P3/P2P1N1P/1PP2PP1/R1BQ1RK1 w - - 2 11,2000,20,2000-2500
base,11,53,f1d3,21,33.33333333333333,0.0,66.66666666666666,0.0012019918722454,r1bqkbnr/ppppnppp/8/3Pp3/8/4P3/PPP2PPP/RNBQKBNR w KQkq - 1 4,2000,6,2000-2500
base,11,60,f2f4,6851,42.37337614946723,4.466501240694789,53.16012260983798,0.0078025880310964,r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6,2000,10,2000-2500
base,11,63,d7e5,2,0.0,0.0,100.0,0.0001507386192342,r1bq1rk1/pppnppbp/3p1np1/4P3/2PP1P2/2N2N2/PP4PP/R1BQKB1R b KQ - 0 7,2000,13,2000-2500
base,1,52,g8f6,8120,45.39408866995074,4.458128078817734,50.14778325123152,0.2215552523874488,r1bqkbnr/pp3ppp/2np4/1N2p3/4P3/4B3/PPP2PPP/RN1QKB1R b KQkq - 1 6,2000,11,2000-2500
base,11,51,c4f7,12,33.33333333333333,25.0,41.66666666666667,0.0002185752536383,rnbqkb1r/1p3ppp/p2p1n2/4p3/2BNP3/2N5/PPP2PPP/R1BQK2R w KQkq - 0 7,2000,12,2000-2500
base,1,63,f6e8,4872,44.78653530377668,4.720853858784893,50.49261083743842,0.3671992764546277,r1bq1rk1/pppnppbp/3p1np1/4P3/2PP1P2/2N2N2/PP4PP/R1BQKB1R b KQ - 0 7,2000,13,2000-2500
base,1,62,f7f5,5282,45.92957213176827,7.004922377887164,47.06550549034457,0.3985512714102467,rnbqkbnr/pp3ppp/2p1p3/3p4/8/1P2PN2/PBPP1PPP/RN1QKB1R b KQkq - 1 4,2000,7,2000-2500
base,1,61,b7b6,18,50.0,16.666666666666664,33.33333333333333,0.1475409836065573,r1b1kb1r/pp1n1ppp/2p1p3/q5B1/3P4/2P1PN2/P2Q1PPP/R3KB1R b KQkq - 0 9,2000,17,2000-2500
base,1,60,d4c6,155117,45.99947136677476,5.928428218699433,48.072100414525806,0.1766623920040271,r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6,2000,10,2000-2500
base,1,59,c7c5,39695,52.89834991812571,4.453961456102784,42.64768862577151,0.157691299269841,rnbqk1nr/ppppppbp/6p1/8/4PP2/5N2/PPPP2PP/RNBQKB1R b KQkq - 2 3,2000,5,2000-2500
base,1,58,g8e7,2886,51.55925155925157,5.786555786555787,42.65419265419265,0.2117698855297916,r1bqk1nr/ppp2ppp/2np4/2b1p3/4P3/3P1N2/PPP1BPPP/RNBQ1RK1 b kq - 1 5,2000,9,2000-2500
base,11,64,a7a5,5,60.0,0.0,40.0,0.0005880969183721,rnbq1rk1/pp1pppbp/5np1/8/2PN4/2N1P3/PP2BPPP/R1BQK2R b KQ - 2 7,2000,13,2000-2500
base,1,53,c2c4,7937,41.77900970139852,3.981353156104322,54.239637142497166,0.4542956900005723,r1bqkbnr/ppppnppp/8/3Pp3/8/4P3/PPP2PPP/RNBQKBNR w KQkq - 1 4,2000,6,2000-2500
target,5,61,h7h6,1,100.0,0.0,0.0,0.04,r1b1kb1r/pp1n1ppp/2p1p3/q5B1/3P4/2P1PN2/P2Q1PPP/R3KB1R b KQkq - 0 9,2500,17,2000-2500
target,5,60,g2g3,1818,43.454345434543455,10.78107810781078,45.76457645764577,0.0319991551378181,r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6,2500,10,2000-2500
target,2,53,g1f3,7,14.285714285714285,0.0,85.71428571428571,0.0364583333333333,r1bqkbnr/ppppnppp/8/3Pp3/8/4P3/PPP2PPP/RNBQKBNR w KQkq - 1 4,2500,6,2000-2500
base,11,62,c8d7,59,42.3728813559322,3.389830508474576,54.23728813559322,0.0044518222289292,rnbqkbnr/pp3ppp/2p1p3/3p4/8/1P2PN2/PBPP1PPP/RN1QKB1R b KQkq - 1 4,2000,7,2000-2500
base,11,59,g8h6,1275,48.07843137254902,4.862745098039216,47.05882352941176,0.0050650310257978,rnbqk1nr/ppppppbp/6p1/8/4PP2/5N2/PPPP2PP/RNBQKB1R b KQkq - 2 3,2000,5,2000-2500
base,11,58,a7a5,55,50.90909090909091,1.818181818181818,47.27272727272727,0.0040358086292926,r1bqk1nr/ppp2ppp/2np4/2b1p3/4P3/3P1N2/PPP1BPPP/RNBQ1RK1 b kq - 1 5,2000,9,2000-2500
base,11,57,f6e4,736,41.44021739130434,5.706521739130435,52.85326086956522,0.0029455081001472,rnbqkb1r/ppp1pppp/5n2/3p4/5P2/4PN2/PPPP2PP/RNBQKB1R b KQkq - 0 3,2000,5,2000-2500
base,11,56,f2f4,1,0.0,0.0,100.0,0.0002571355104139,r1b1kbnr/ppp1pppp/2n5/q7/3P4/2N5/PP2PPPP/R1BQKBNR w KQkq - 1 5,2000,8,2000-2500
base,11,55,e6e5,10,50.0,0.0,50.0,0.0010372368011617,rn1qkb1r/p2p1ppp/1p2pn2/8/2PN4/6P1/PP2PPKP/RNBQ1R2 b kq - 0 8,2000,15,2000-2500
target,5,50,c2c4,4,25.0,0.0,75.0,0.0123076923076923,rn1qkbnr/pbpp1ppp/1p2p3/8/4P3/3P1N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,2500,6,2000-2500
target,5,51,g2g4,4,0.0,0.0,100.0,0.0068493150684931,rnbqkb1r/1p3ppp/p2p1n2/4p3/2BNP3/2N5/PPP2PPP/R1BQK2R w KQkq - 0 7,2500,12,2000-2500
target,5,52,g7g6,2,50.0,0.0,50.0,0.0018165304268846,r1bqkbnr/pp3ppp/2np4/1N2p3/4P3/4B3/PPP2PPP/RN1QKB1R b KQkq - 1 6,2500,11,2000-2500
target,5,53,g2g3,2,0.0,0.0,100.0,0.0104166666666666,r1bqkbnr/ppppnppp/8/3Pp3/8/4P3/PPP2PPP/RNBQKBNR w KQkq - 1 4,2500,6,2000-2500
target,5,55,d7d5,23,34.78260869565217,21.73913043478261,43.47826086956522,0.0249187432286023,rn1qkb1r/p2p1ppp/1p2pn2/8/2PN4/6P1/PP2PPKP/RNBQ1R2 b kq - 0 8,2500,15,2000-2500
target,5,57,c7c6,156,48.07692307692308,12.82051282051282,39.1025641025641,0.0515532055518836,rnbqkb1r/ppp1pppp/5n2/3p4/5P2/4PN2/PPPP2PP/RNBQKB1R b KQkq - 0 3,2500,5,2000-2500
target,5,58,c5b6,5,100.0,0.0,0.0,0.0259067357512953,r1bqk1nr/ppp2ppp/2np4/2b1p3/4P3/3P1N2/PPP1BPPP/RNBQ1RK1 b kq - 1 5,2500,9,2000-2500
target,5,59,b7b6,30,43.333333333333336,6.666666666666667,50.0,0.0154798761609907,rnbqk1nr/ppppppbp/6p1/8/4PP2/5N2/PPPP2PP/RNBQKB1R b KQkq - 2 3,2500,5,2000-2500
base,1,57,c8g4,52391,45.78839877078124,6.180450840793266,48.031150388425495,0.2096713517320868,rnbqkb1r/ppp1pppp/5n2/3p4/5P2/4PN2/PPPP2PP/RNBQKB1R b KQkq - 0 3,2000,5,2000-2500
base,9,54,d1e2,1,0.0,0.0,100.0,0.0008756567425569,r2q1rk1/ppp3p1/1bnppn1p/4p3/N3P3/P2P1N1P/1PP2PP1/R1BQ1RK1 w - - 2 11,2000,20,2000-2500
base,1,56,e2e4,791,54.740834386852086,3.034134007585335,42.22503160556258,0.2033941887374646,r1b1kbnr/ppp1pppp/2n5/q7/3P4/2N5/PP2PPPP/R1BQKBNR w KQkq - 1 5,2000,8,2000-2500
base,1,54,c2c3,88,47.72727272727273,5.681818181818182,46.590909090909086,0.0770577933450087,r2q1rk1/ppp3p1/1bnppn1p/4p3/N3P3/P2P1N1P/1PP2PP1/R1BQ1RK1 w - - 2 11,2000,20,2000-2500
target,6,58,a7a5,3,33.33333333333333,33.33333333333333,33.33333333333333,0.0155440414507772,r1bqk1nr/ppp2ppp/2np4/2b1p3/4P3/3P1N2/PPP1BPPP/RNBQ1RK1 b kq - 1 5,2500,9,2000-2500
target,6,59,g8f6,28,64.28571428571429,0.0,35.714285714285715,0.0144478844169246,rnbqk1nr/ppppppbp/6p1/8/4PP2/5N2/PPPP2PP/RNBQKB1R b KQkq - 2 3,2500,5,2000-2500
target,6,60,c1f4,773,48.253557567917206,8.279430789133247,43.46701164294955,0.013605801386982,r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6,2500,10,2000-2500
base,9,66,e3e4,21,52.38095238095239,4.761904761904762,42.85714285714285,0.0025641025641025,rnbqkbnr/pp3ppp/4p3/3p4/2pP1B2/4PN2/PPP2PPP/RN1QKB1R w KQkq - 0 5,2000,8,2000-2500
base,9,65,a6a5,1,0.0,0.0,100.0,0.001531393568147,r1bqkb1r/1p1n1ppp/p2ppn2/6B1/P1BNP3/2N5/1PP2PPP/R2QK2R b KQkq - 2 8,2000,15,2000-2500
base,9,64,d8b6,6,16.666666666666664,33.33333333333333,50.0,0.0007057163020465,rnbq1rk1/pp1pppbp/5np1/8/2PN4/2N1P3/PP2BPPP/R1BQK2R b KQ - 2 7,2000,13,2000-2500
target,6,57,b8c6,36,38.88888888888889,11.11111111111111,50.0,0.0118968935888962,rnbqkb1r/ppp1pppp/5n2/3p4/5P2/4PN2/PPPP2PP/RNBQKB1R b KQkq - 0 3,2500,5,2000-2500
base,9,63,a7a6,4,25.0,0.0,75.0,0.0003014772384684,r1bq1rk1/pppnppbp/3p1np1/4P3/2PP1P2/2N2N2/PP4PP/R1BQKB1R b KQ - 0 7,2000,13,2000-2500
base,9,61,f7f6,3,66.66666666666666,0.0,33.33333333333333,0.0245901639344262,r1b1kb1r/pp1n1ppp/2p1p3/q5B1/3P4/2P1PN2/P2Q1PPP/R3KB1R b KQkq - 0 9,2000,17,2000-2500
base,9,60,d4b3,14930,45.1707970529136,6.396517079705292,48.43268586738112,0.0170037424177886,r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6,2000,10,2000-2500
base,9,59,a7a6,1739,46.29097182288672,5.002875215641174,48.70615296147211,0.0069083050618529,rnbqk1nr/ppppppbp/6p1/8/4PP2/5N2/PPPP2PP/RNBQKB1R b KQkq - 2 3,2000,5,2000-2500
base,9,58,c6d4,73,45.20547945205479,5.47945205479452,49.31506849315068,0.005356618726152,r1bqk1nr/ppp2ppp/2np4/2b1p3/4P3/3P1N2/PPP1BPPP/RNBQ1RK1 b kq - 1 5,2000,9,2000-2500
base,9,57,b8d7,1567,44.99042756860243,4.850031908104659,50.15954052329291,0.0062712108599602,rnbqkb1r/ppp1pppp/5n2/3p4/5P2/4PN2/PPPP2PP/RNBQKB1R b KQkq - 0 3,2000,5,2000-2500
base,9,56,f2f3,2,0.0,0.0,100.0,0.0005142710208279,r1b1kbnr/ppp1pppp/2n5/q7/3P4/2N5/PP2PPPP/R1BQKBNR w KQkq - 1 5,2000,8,2000-2500
base,9,62,c6c5,62,41.935483870967744,1.6129032258064515,56.451612903225815,0.0046781860710782,rnbqkbnr/pp3ppp/2p1p3/3p4/8/1P2PN2/PBPP1PPP/RN1QKB1R b KQkq - 1 4,2000,7,2000-2500
